index,station,date,tavg,preciptotal,sealevel,resultspeed,resultdir,avgspeed,rel_hum,latitude_x,longitude_x,trap,latitude_y,longitude_y,nummosquitos,wnvpresent,year,month,day,tot_mos_species,species_PIPIENS,species_PIPIENS/RESTUANS,species_RESTUANS
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T045,41.9216,-87.666455,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T045,41.9216,-87.666455,1,0,2007,6,5,1,1,0,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T046,41.891118,-87.65449100000002,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T049,41.896282,-87.655232,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T050,41.919343,-87.694259,1,0,2007,6,5,1,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T050,41.919343,-87.694259,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T054,41.921965,-87.632085,3,0,2007,6,5,3,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T143,41.999129,-87.795585,2,0,2007,6,5,2,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T143,41.999129,-87.795585,9,0,2007,6,5,9,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T153,41.907645,-87.760886,3,0,2007,6,5,3,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T009,41.98196400000001,-87.812827,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T011,41.944869,-87.832763,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T016,42.011601,-87.81150600000002,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T019,41.94983,-87.69845699999998,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T025,41.979243,-87.750938,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T028,41.986921,-87.689778,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T033,41.906638,-87.701431,3,0,2007,6,5,3,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T141,41.961743,-87.76007,1,0,2007,6,5,1,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T141,41.961743,-87.76007,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T142,41.953067,-87.776792,1,0,2007,6,5,1,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T142,41.953067,-87.776792,3,0,2007,6,5,3,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T146,41.958271,-87.702575,1,0,2007,6,5,1,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T146,41.958271,-87.702575,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T147,41.932094,-87.700117,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T149,41.994469,-87.667736,1,0,2007,6,5,1,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T150,42.006858,-87.675919,2,0,2007,6,5,2,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T151,41.916265,-87.800515,1,0,2007,6,5,1,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T151,41.916265,-87.800515,10,0,2007,6,5,10,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T154,41.918705,-87.752329,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T218,41.948167,-87.730698,2,0,2007,6,5,2,0,1,0
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T218,41.948167,-87.730698,1,0,2007,6,5,1,0,0,1
70,1,2007-06-05,56.0,0.42,29.79,5.2,5,7.6,74.94648694408086,41.995,-87.93299999999999,T220,41.963976,-87.69181,1,0,2007,6,5,1,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T048,41.867108,-87.654224,1,0,2007,6,5,1,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T048,41.867108,-87.654224,1,0,2007,6,5,1,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T048,41.867108,-87.654224,2,0,2007,6,5,2,1,0,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T086,41.688324,-87.676709,4,0,2007,6,5,4,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T094,41.720848,-87.666014,2,0,2007,6,5,2,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T096,41.731922,-87.677512,1,0,2007,6,5,1,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T096,41.731922,-87.677512,1,0,2007,6,5,1,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T096,41.731922,-87.677512,1,0,2007,6,5,1,1,0,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T159,41.732984,-87.649642,1,0,2007,6,5,1,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T031,41.801498,-87.763416,1,0,2007,6,5,1,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T089,41.723195,-87.64997,1,0,2007,6,5,1,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T090,41.868077,-87.666901,1,0,2007,6,5,1,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T090,41.868077,-87.666901,7,0,2007,6,5,7,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T092,41.869216,-87.627561,1,0,2007,6,5,1,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T135,41.662014,-87.72460799999998,2,0,2007,6,5,2,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T135,41.662014,-87.72460799999998,4,0,2007,6,5,4,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T135,41.662014,-87.72460799999998,1,0,2007,6,5,1,1,0,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T145,41.878114,-87.629798,3,0,2007,6,5,3,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T152,41.846075,-87.716277,1,0,2007,6,5,1,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T158,41.682587,-87.707973,3,0,2007,6,5,3,0,1,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T158,41.682587,-87.707973,8,0,2007,6,5,8,0,0,1
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,8.1,69.73225634806154,41.786,-87.75200000000001,T162,41.725517,-87.61425799999998,1,0,2007,6,5,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T002,41.95469,-87.800991,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T002,41.95469,-87.800991,4,0,2007,6,26,4,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T002,41.95469,-87.800991,1,0,2007,6,26,1,0,0,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T007,41.994991,-87.769279,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T007,41.994991,-87.769279,4,0,2007,6,26,4,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T015,41.974089,-87.824812,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T045,41.9216,-87.666455,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T045,41.9216,-87.666455,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T046,41.891118,-87.65449100000002,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T046,41.891118,-87.65449100000002,6,0,2007,6,26,6,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T049,41.896282,-87.655232,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T050,41.919343,-87.694259,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T129,41.891126,-87.61156,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T129,41.891126,-87.61156,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T143,41.999129,-87.795585,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T143,41.999129,-87.795585,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T148,42.01743,-87.68776899999997,2,0,2007,6,26,2,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T148,42.01743,-87.68776899999997,2,0,2007,6,26,2,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T011,41.944869,-87.832763,2,0,2007,6,26,2,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T011,41.944869,-87.832763,4,0,2007,6,26,4,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T016,42.011601,-87.81150600000002,2,0,2007,6,26,2,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T016,42.011601,-87.81150600000002,2,0,2007,6,26,2,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T019,41.94983,-87.69845699999998,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T025,41.979243,-87.750938,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T028,41.986921,-87.689778,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T028,41.986921,-87.689778,9,0,2007,6,26,9,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T033,41.906638,-87.701431,2,0,2007,6,26,2,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T033,41.906638,-87.701431,3,0,2007,6,26,3,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T141,41.961743,-87.76007,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T141,41.961743,-87.76007,3,0,2007,6,26,3,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T142,41.953067,-87.776792,4,0,2007,6,26,4,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T146,41.958271,-87.702575,6,0,2007,6,26,6,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T147,41.932094,-87.700117,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T150,42.006858,-87.675919,2,0,2007,6,26,2,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T151,41.916265,-87.800515,3,0,2007,6,26,3,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T151,41.916265,-87.800515,6,0,2007,6,26,6,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T220,41.963976,-87.69181,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T001,41.953705,-87.733974,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T003,41.964242,-87.757639,2,0,2007,6,26,2,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T006,41.990284,-87.797127,1,0,2007,6,26,1,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T006,41.990284,-87.797127,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T008,42.008314,-87.77792099999998,2,0,2007,6,26,2,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T012,41.991429,-87.747113,2,0,2007,6,26,2,0,1,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T037,41.921177,-87.79518,1,0,2007,6,26,1,0,0,1
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,7.1,67.28707585438498,41.995,-87.93299999999999,T219,41.966987,-87.674677,1,0,2007,6,26,1,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T048,41.867108,-87.654224,2,0,2007,6,26,2,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T086,41.688324,-87.676709,1,0,2007,6,26,2,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T086,41.688324,-87.676709,2,0,2007,6,26,2,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T096,41.731922,-87.677512,5,0,2007,6,26,5,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T090,41.868077,-87.666901,10,0,2007,6,26,10,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T090,41.868077,-87.666901,19,0,2007,6,26,19,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T090,41.868077,-87.666901,1,0,2007,6,26,1,1,0,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T135,41.662014,-87.72460799999998,20,0,2007,6,26,20,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T135,41.662014,-87.72460799999998,25,0,2007,6,26,25,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T135,41.662014,-87.72460799999998,6,0,2007,6,26,6,1,0,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T145,41.878114,-87.629798,1,0,2007,6,26,1,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T158,41.682587,-87.707973,1,0,2007,6,26,1,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T158,41.682587,-87.707973,4,0,2007,6,26,4,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T034,41.843811,-87.686763,1,0,2007,6,26,1,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T040,41.852652,-87.719887,5,0,2007,6,26,5,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T040,41.852652,-87.719887,1,0,2007,6,26,1,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T043,41.857402,-87.694991,1,0,2007,6,26,1,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T047,41.868142,-87.696269,1,0,2007,6,26,1,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T047,41.868142,-87.696269,1,0,2007,6,26,1,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T051,41.846283,-87.656913,1,0,2007,6,26,1,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T085,41.721474,-87.648064,2,0,2007,6,26,2,0,0,1
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T088,41.869107,-87.69629300000003,1,0,2007,6,26,1,1,0,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T161,41.719059,-87.675088,3,0,2007,6,26,3,0,1,0
113,2,2007-06-26,82.0,0.001,30.09,7.3,21,8.1,65.15335154213986,41.786,-87.75200000000001,T161,41.719059,-87.675088,5,0,2007,6,26,5,0,0,1
118,1,2007-06-29,63.0,0.0,30.13,7.6,2,8.3,75.52824522760316,41.995,-87.93299999999999,T002,41.95469,-87.800991,2,0,2007,6,29,2,0,1,0
118,1,2007-06-29,63.0,0.0,30.13,7.6,2,8.3,75.52824522760316,41.995,-87.93299999999999,T015,41.974089,-87.824812,1,0,2007,6,29,1,0,1,0
118,1,2007-06-29,63.0,0.0,30.13,7.6,2,8.3,75.52824522760316,41.995,-87.93299999999999,T015,41.974089,-87.824812,2,0,2007,6,29,2,0,0,1
